source,target,weight
GU344100.1,JN858156.1,0.8706198827985632
GU344100.1,JN858157.1,0.8706198827985632
GU344100.1,JN858158.1,0.9036385216163633
GU344100.1,JN858159.1,0.8706198827985632
GU344100.1,JN858160.1,0.8716066729110389
GU344100.1,JN858161.1,0.8706198827985632
GU344100.1,JN858162.1,0.866375439807149
GU344100.1,JN858163.1,0.8704518576865174
GU344100.1,JN858164.1,0.868800728092811
GU344100.1,JN858165.1,0.8705832906273945
GU344100.1,JN858166.1,0.8744457497939643
GU344100.1,JN858167.1,0.907419054774815
GU344100.1,JN858168.1,0.8757429398615537
GU344100.1,JN858169.1,0.874385864301823
GU344100.1,JN858170.1,0.90710857201726
GU344100.1,JN858171.1,0.9120025426161749
GU344100.1,JN858172.1,0.9084026900352264
GU344100.1,JN858173.1,0.8777609473639031
GU344100.1,JN858174.1,0.9039068614938212
GU344100.1,JN858175.1,0.8750673794181655
GU344100.1,JN858176.1,0.8779132930313226
GU344100.1,JN858177.1,0.9149229007100272
GU344100.1,JN858181.1,0.8545095417705639
GU344100.1,JN858184.1,0.8521287202019872
GU344100.1,JN858185.1,0.8603576818263015
GU344100.1,JN858186.1,0.8537236799413963
GU344100.1,JN858190.1,0.8550673870219414
GU344100.1,JN858191.1,0.8562836855331175
GU344100.1,JN858192.1,0.8582666889741457
GU344100.1,JN858193.1,0.859774243309273
GU344100.1,JN858194.1,0.8627377325715884
GU344100.1,JN858195.1,0.8544232160022907
GU344100.1,JN858196.1,0.8556126104084467
GU344100.1,JN858197.1,0.8524591427806544
GU344100.1,JN858198.1,0.8588700743902143
GU344100.1,JN858199.1,0.8562423012742302
GU344100.1,JN858200.1,0.859206277077174
GU344100.1,JN858201.1,0.8598296620582021
GU344100.1,JN858202.1,0.8559591008166447
GU344100.1,JN858206.1,0.8573840244181742
GU344100.1,JN858208.1,0.8544584899519764
GU344100.1,JN858210.1,0.8504080462632455
GU344100.1,JN858211.1,0.8501613636736712
GU344100.1,OQ916350.1,0.8721040954603135
GU344100.1,GU344101.1,0.85301014867306
GU344100.1,HQ260647.1,0.9043894091160642
GU344100.1,NC_014891.1,0.85301014867306
GU344100.1,EU287446.1,0.8646669823579678
GU344100.1,NC_011119.1,0.8646669823579678
GU344100.1,X80245.1,0.8850554419137466
GU344100.1,NC_001712.1,0.8850554419137466
GU344100.1,HM219224.1,0.9393583195061711
GU344100.1,NC_015624.1,0.9393583195061711
GU344100.1,MF989227.1,0.8693791796245955
GU344100.1,NC_036994.1,0.8693791796245955
GU344100.1,MW542137.1,0.8640013018988042
GU344100.1,NC_057646.1,0.8640013018988042
GU344100.1,OR128565.1,0.8649599650446022
GU344100.1,KR604688.1,0.9019922563455527
GU344100.1,NC_029327.1,0.9019922563455527
GU344100.1,MT499333.1,0.9171219935957147
GU344100.1,NC_052734.1,0.9171219935957147
GU344100.1,MH718849.1,0.8744522971336097
GU344100.1,NC_045883.1,0.8744522971336097
GU344100.1,MN046216.1,0.865505097511227
GU344100.1,NC_046570.1,0.865505097511227
GU344100.1,OQ282993.1,0.897017652653572
GU344100.1,NC_080529.1,0.897017652653572
GU344100.1,PP588450.1,0.9418520689151316
GU344100.1,NC_088528.1,0.9418520689151316
GU344100.1,KY619842.1,0.9703462654983539
GU344100.1,MK903597.2,0.9535902451732086
GU344100.1,NC_061318.1,0.9703462654983539
GU344100.1,MN484604.1,0.8773988463272778
GU344100.1,NC_046534.1,0.8773988463272778
GU344100.1,KM244694.1,0.90313018638539
GU344100.1,NC_025765.1,0.90313018638539
GU344100.1,KX170937.1,0.870610359569631
GU344100.1,NC_035227.1,0.870610359569631
GU344100.1,MK903556.1,0.8538387162354208
GU344100.1,MZ041207.1,0.8671142816104247
GU344100.1,NC_063117.1,0.8671142816104247
GU344100.1,OQ916347.1,0.8609867295468183
GU344100.1,KX375764.1,0.8819180159383802
GU344100.1,NC_032716.1,0.8819180159383802
GU344100.1,KP233803.1,0.8532857667451272
GU344100.1,NC_027179.1,0.8532857667451272
GU344100.1,MK903576.1,0.930637752029989
GU344100.1,MK829651.1,0.8839402851840152
GU344100.1,NC_053942.1,0.8839402851840152
NC_014887.1,KX673195.1,0.9920069781171242
NC_014887.1,PP588449.1,0.9954334515898023
NC_014887.1,NC_088527.1,0.9954334515898023
NC_014887.1,EU938372.1,0.9843700807164913
NC_014887.1,NC_011303.1,0.9843700807164913
NC_014887.1,KY236114.1,0.8714335563657079
NC_014887.1,NC_034674.1,0.8714335563657079
NC_014887.1,MK903555.1,0.8506524337335131
NC_014887.1,MT340751.1,0.8538957090039038
NC_014887.1,NC_052715.1,0.8538957090039038
NC_014887.1,KM521245.1,0.8771773751051029
NC_014887.1,NC_025558.1,0.8771773751051029
NC_014887.1,MN083193.1,0.8934715479726885
NC_014887.1,KM670011.1,0.8797222973413219
NC_014887.1,NC_025946.1,0.8797222973413219
NC_014887.1,MN083204.1,0.862654135870836
NC_014887.1,OQ612708.1,0.8565866857971037
NC_014887.1,OR253923.1,0.8693245158275077
NC_014887.1,NC_082223.1,0.8693245158275077
NC_014887.1,MN083182.1,0.8797906390479577
NC_014887.1,NC_046543.1,0.8797906390479577
NC_014887.1,MT499330.1,0.8975990157940457
NC_014887.1,NC_052731.1,0.8975990157940457
NC_014887.1,KP889242.1,0.8924423353009469
NC_014887.1,MN083167.1,0.8935274535956845
NC_014887.1,NC_046535.1,0.8935274535956845
NC_014887.1,OP373194.1,0.8826606193234724
NC_014887.1,NC_071951.1,0.8826606193234724
NC_014887.1,MN083195.1,0.8967702622011954
NC_014887.1,NC_046553.1,0.8967702622011954
NC_014887.1,KU244468.1,0.8939658636316365
NC_014887.1,KU244469.1,0.8959882547115604
NC_014887.1,MN083168.1,0.8810485305162904
NC_014887.1,NC_046536.1,0.8810485305162904
NC_014887.1,KU244467.1,0.875706335979323
NC_014887.1,KP216695.1,0.9060805288982582
NC_014887.1,MN083196.1,0.8953538481893818
NC_014887.1,NC_046554.1,0.8953538481893818
NC_014887.1,PP669995.1,0.8604243830964609
NC_014887.1,MK903585.1,0.9390355608285788
NC_014887.1,GU270284.1,0.9390924691093069
NC_014887.1,NC_019994.1,0.9390924691093069
NC_014887.1,OQ241410.1,0.9178615658957385
NC_014887.1,NC_072963.1,0.9178615658957385
NC_014887.1,KT157830.1,0.8580026226910261
NC_014887.1,NC_029408.1,0.8580026226910261
NC_014887.1,OR066428.1,0.8500538119591555
NC_014887.1,NC_084452.1,0.8500538119591555
NC_014887.1,MT499331.1,0.922123953539556
NC_014887.1,NC_052732.1,0.922123953539556
NC_014887.1,OQ282996.1,0.8783511087275895
NC_014887.1,NC_080530.1,0.8783511087275895
NC_014887.1,OQ241411.1,0.8858548368856979
NC_014887.1,NC_072964.1,0.8858548368856979
NC_014887.1,MK113716.1,0.8804644378148448
NC_014887.1,NC_045237.1,0.8804644378148448
NC_014887.1,MT916717.1,0.8947264008942936
NC_014887.1,NC_053658.1,0.8947264008942936
NC_014887.1,MN046214.1,0.9019775135003459
NC_014887.1,NC_046411.1,0.9019775135003459
NC_014887.1,MN083170.1,0.8650597356774873
NC_014887.1,NC_046537.1,0.8650597356774873
NC_014887.1,KM068093.1,0.8703868287975255
NC_014887.1,MN046215.1,0.8832125024526752
NC_014887.1,NC_046529.1,0.8832125024526752
NC_014887.1,JX913769.1,0.863720139231361
NC_014887.1,NC_020774.1,0.863720139231361
NC_014887.1,JN858148.1,0.866960497960837
NC_014887.1,JN858149.1,0.8762914062879571
NC_014887.1,JN858150.1,0.8701025049694494
NC_014887.1,JN858151.1,0.868800728092811
NC_014887.1,JN858152.1,0.8688178002310696
NC_014887.1,JN858153.1,0.8706198827985632
NC_014887.1,JN858154.1,0.9053619868327499
NC_014887.1,JN858155.1,0.8679778305609558
NC_014887.1,JN858156.1,0.8706198827985632
NC_014887.1,JN858157.1,0.8706198827985632
NC_014887.1,JN858158.1,0.9036385216163633
NC_014887.1,JN858159.1,0.8706198827985632
NC_014887.1,JN858160.1,0.8716066729110389
NC_014887.1,JN858161.1,0.8706198827985632
NC_014887.1,JN858162.1,0.866375439807149
NC_014887.1,JN858163.1,0.8704518576865174
NC_014887.1,JN858164.1,0.868800728092811
NC_014887.1,JN858165.1,0.8705832906273945
NC_014887.1,JN858166.1,0.8744457497939643
NC_014887.1,JN858167.1,0.907419054774815
NC_014887.1,JN858168.1,0.8757429398615537
NC_014887.1,JN858169.1,0.874385864301823
NC_014887.1,JN858170.1,0.90710857201726
NC_014887.1,JN858171.1,0.9120025426161749
NC_014887.1,JN858172.1,0.9084026900352264
NC_014887.1,JN858173.1,0.8777609473639031
NC_014887.1,JN858174.1,0.9039068614938212
NC_014887.1,JN858175.1,0.8750673794181655
NC_014887.1,JN858176.1,0.8779132930313226
NC_014887.1,JN858177.1,0.9149229007100272
NC_014887.1,JN858181.1,0.8545095417705639
NC_014887.1,JN858184.1,0.8521287202019872
NC_014887.1,JN858185.1,0.8603576818263015
NC_014887.1,JN858186.1,0.8537236799413963
NC_014887.1,JN858190.1,0.8550673870219414
NC_014887.1,JN858191.1,0.8562836855331175
NC_014887.1,JN858192.1,0.8582666889741457
NC_014887.1,JN858193.1,0.859774243309273
NC_014887.1,JN858194.1,0.8627377325715884
NC_014887.1,JN858195.1,0.8544232160022907
NC_014887.1,JN858196.1,0.8556126104084467
NC_014887.1,JN858197.1,0.8524591427806544
NC_014887.1,JN858198.1,0.8588700743902143
NC_014887.1,JN858199.1,0.8562423012742302
NC_014887.1,JN858200.1,0.859206277077174
NC_014887.1,JN858201.1,0.8598296620582021
NC_014887.1,JN858202.1,0.8559591008166447
NC_014887.1,JN858206.1,0.8573840244181742
NC_014887.1,JN858208.1,0.8544584899519764
NC_014887.1,JN858210.1,0.8504080462632455
NC_014887.1,JN858211.1,0.8501613636736712
NC_014887.1,OQ916350.1,0.8721040954603135
NC_014887.1,GU344101.1,0.85301014867306
NC_014887.1,HQ260647.1,0.9043894091160642
NC_014887.1,NC_014891.1,0.85301014867306
NC_014887.1,EU287446.1,0.8646669823579678
NC_014887.1,NC_011119.1,0.8646669823579678
NC_014887.1,X80245.1,0.8850554419137466
NC_014887.1,NC_001712.1,0.8850554419137466
NC_014887.1,HM219224.1,0.9393583195061711
NC_014887.1,NC_015624.1,0.9393583195061711
NC_014887.1,MF989227.1,0.8693791796245955
NC_014887.1,NC_036994.1,0.8693791796245955
NC_014887.1,MW542137.1,0.8640013018988042
NC_014887.1,NC_057646.1,0.8640013018988042
NC_014887.1,OR128565.1,0.8649599650446022
NC_014887.1,KR604688.1,0.9019922563455527
NC_014887.1,NC_029327.1,0.9019922563455527
NC_014887.1,MT499333.1,0.9171219935957147
NC_014887.1,NC_052734.1,0.9171219935957147
NC_014887.1,MH718849.1,0.8744522971336097
NC_014887.1,NC_045883.1,0.8744522971336097
NC_014887.1,MN046216.1,0.865505097511227
NC_014887.1,NC_046570.1,0.865505097511227
NC_014887.1,OQ282993.1,0.897017652653572
NC_014887.1,NC_080529.1,0.897017652653572
NC_014887.1,PP588450.1,0.9418520689151316
NC_014887.1,NC_088528.1,0.9418520689151316
NC_014887.1,KY619842.1,0.9703462654983539
NC_014887.1,MK903597.2,0.9535902451732086
NC_014887.1,NC_061318.1,0.9703462654983539
NC_014887.1,MN484604.1,0.8773988463272778
NC_014887.1,NC_046534.1,0.8773988463272778
NC_014887.1,KM244694.1,0.90313018638539
NC_014887.1,NC_025765.1,0.90313018638539
NC_014887.1,KX170937.1,0.870610359569631
NC_014887.1,NC_035227.1,0.870610359569631
NC_014887.1,MK903556.1,0.8538387162354208
NC_014887.1,MZ041207.1,0.8671142816104247
NC_014887.1,NC_063117.1,0.8671142816104247
NC_014887.1,OQ916347.1,0.8609867295468183
NC_014887.1,KX375764.1,0.8819180159383802
NC_014887.1,NC_032716.1,0.8819180159383802
NC_014887.1,KP233803.1,0.8532857667451272
NC_014887.1,NC_027179.1,0.8532857667451272
NC_014887.1,MK903576.1,0.930637752029989
NC_014887.1,MK829651.1,0.8839402851840152
NC_014887.1,NC_053942.1,0.8839402851840152
KX673195.1,PP588449.1,0.9954087949642644
KX673195.1,NC_088527.1,0.9954087949642644
KX673195.1,EU938372.1,0.9862820895218407
KX673195.1,NC_011303.1,0.9862820895218407
KX673195.1,MT340751.1,0.859007665410518
KX673195.1,NC_052715.1,0.859007665410518
KX673195.1,KM521245.1,0.8957828158570194
KX673195.1,NC_025558.1,0.8957828158570194
KX673195.1,MN083193.1,0.9051661704710507
KX673195.1,KM670011.1,0.8953874446381701
KX673195.1,NC_025946.1,0.8953874446381701
KX673195.1,GU324311.1,0.8618967451482947
KX673195.1,NC_013805.1,0.8618967451482947
KX673195.1,MH101367.1,0.859270717876261
KX673195.1,MG838886.1,0.8841282128588283
KX673195.1,NC_039962.1,0.8841282128588283
KX673195.1,MN083204.1,0.8914723940335046
KX673195.1,OQ612708.1,0.8879574654574048
KX673195.1,OR253923.1,0.8860286272443156
KX673195.1,NC_082223.1,0.8860286272443156
KX673195.1,MN083182.1,0.8985450094366705
KX673195.1,NC_046543.1,0.8985450094366705
KX673195.1,MT499330.1,0.9116789390002927
KX673195.1,NC_052731.1,0.9116789390002927
KX673195.1,KP889242.1,0.9086388440853596
KX673195.1,MN083167.1,0.9068682238424627
KX673195.1,NC_046535.1,0.9068682238424627
KX673195.1,OP373194.1,0.8602212403443135
KX673195.1,NC_071951.1,0.8602212403443135
KX673195.1,MN083195.1,0.9100560844997954
KX673195.1,NC_046553.1,0.9100560844997954
KX673195.1,KU244468.1,0.9055322996937281
KX673195.1,KU244469.1,0.9112364300624285
KX673195.1,MN083168.1,0.9004305999203042
KX673195.1,NC_046536.1,0.9004305999203042
KX673195.1,KU244467.1,0.8925157443372153
KX673195.1,KP216695.1,0.9190606587459608
KX673195.1,MN083196.1,0.9075788087126789
KX673195.1,NC_046554.1,0.9075788087126789
KX673195.1,PP669995.1,0.8869201025864364
KX673195.1,MK903585.1,0.9171089161012416
KX673195.1,GU270284.1,0.9172453965762448
KX673195.1,NC_019994.1,0.9172453965762448
KX673195.1,MK903558.2,0.8559964017972185
KX673195.1,MF997464.1,0.8550596397166541
KX673195.1,OQ241410.1,0.9239642609389261
KX673195.1,NC_072963.1,0.9239642609389261
KX673195.1,KT157830.1,0.8799928773178588
KX673195.1,NC_029408.1,0.8799928773178588
KX673195.1,OR066428.1,0.8644568956671884
KX673195.1,NC_084452.1,0.8644568956671884
KX673195.1,MN083199.1,0.8544554131535902
KX673195.1,NC_046556.1,0.8544554131535902
KX673195.1,MT499331.1,0.9013733628285526
KX673195.1,NC_052732.1,0.9013733628285526
KX673195.1,OQ282996.1,0.8560636130003914
KX673195.1,NC_080530.1,0.8560636130003914
KX673195.1,OQ241411.1,0.9088418956002123
KX673195.1,NC_072964.1,0.9088418956002123
KX673195.1,MK113716.1,0.902946510716064
KX673195.1,NC_045237.1,0.902946510716064
KX673195.1,MT916717.1,0.9130989735707861
KX673195.1,NC_053658.1,0.9130989735707861
KX673195.1,MN046214.1,0.8956993013007158
KX673195.1,NC_046411.1,0.8956993013007158
KX673195.1,PP157623.1,0.8573247403900812
KX673195.1,KR347439.1,0.8612496733965121
KX673195.1,NC_029205.1,0.8612496733965121
KX673195.1,MN083170.1,0.8930310896107986
KX673195.1,NC_046537.1,0.8930310896107986
KX673195.1,KM068093.1,0.8850476449010838
KX673195.1,MN046215.1,0.8967025371616058
KX673195.1,NC_046529.1,0.8967025371616058
KX673195.1,JX913769.1,0.9057336156769318
KX673195.1,NC_020774.1,0.9057336156769318
KX673195.1,JN858148.1,0.8650111051260069
KX673195.1,JN858149.1,0.875029923185724
KX673195.1,JN858150.1,0.86839713337471
KX673195.1,JN858151.1,0.86687445130897
KX673195.1,JN858152.1,0.8666833312777613
KX673195.1,JN858153.1,0.868697230474515
KX673195.1,JN858154.1,0.8951569299194342
KX673195.1,JN858155.1,0.8661090919370529
KX673195.1,JN858156.1,0.868697230474515
KX673195.1,JN858157.1,0.868697230474515
KX673195.1,JN858158.1,0.8930850708233664
KX673195.1,JN858159.1,0.868697230474515
KX673195.1,JN858160.1,0.8700532907046131
KX673195.1,JN858161.1,0.868697230474515
KX673195.1,JN858162.1,0.8643373286388564
KX673195.1,JN858163.1,0.8690593908957137
KX673195.1,JN858164.1,0.86687445130897
KX673195.1,JN858165.1,0.8684783043725915
KX673195.1,JN858166.1,0.8733962110128519
KX673195.1,JN858167.1,0.8971862903134602
KX673195.1,JN858168.1,0.8751540818966758
KX673195.1,JN858169.1,0.8733663317726359
KX673195.1,JN858170.1,0.8971866308529027
KX673195.1,JN858171.1,0.9030743378367121
KX673195.1,JN858172.1,0.8992179314786507
KX673195.1,JN858173.1,0.8758656285864566
KX673195.1,JN858174.1,0.8938919322961837
KX673195.1,JN858175.1,0.873612369731522
KX673195.1,JN858176.1,0.8763955872115453
KX673195.1,JN858177.1,0.9058638683849145
KX673195.1,HQ260647.1,0.8942248446563897
KX673195.1,EU287446.1,0.8612531398447287
KX673195.1,NC_011119.1,0.8612531398447287
KX673195.1,X80245.1,0.857935918377661
KX673195.1,NC_001712.1,0.857935918377661
KX673195.1,HM219224.1,0.908644576114921
KX673195.1,NC_015624.1,0.908644576114921
KX673195.1,MF989227.1,0.8558040030850208
KX673195.1,NC_036994.1,0.8558040030850208
KX673195.1,OQ282995.1,0.8593301249877129
KX673195.1,MW542137.1,0.8504711104293061
KX673195.1,NC_057646.1,0.8504711104293061
KX673195.1,OR128565.1,0.8535231644347373
KX673195.1,KR604688.1,0.8954729459470173
KX673195.1,NC_029327.1,0.8954729459470173
KX673195.1,MT499333.1,0.8953216321117511
KX673195.1,NC_052734.1,0.8953216321117511
KX673195.1,MH718849.1,0.8903439336992801
KX673195.1,NC_045883.1,0.8903439336992801
KX673195.1,MN046216.1,0.8542179687165984
KX673195.1,NC_046570.1,0.8542179687165984
KX673195.1,OQ282993.1,0.8857395448434847
KX673195.1,NC_080529.1,0.8857395448434847
KX673195.1,MN046217.1,0.8663779198200924
KX673195.1,NC_046530.1,0.8663779198200924
KX673195.1,PP588450.1,0.9446089510308449
KX673195.1,NC_088528.1,0.9446089510308449
KX673195.1,KY619842.1,0.9687516384895238
KX673195.1,MK903597.2,0.9500401843166351
KX673195.1,NC_061318.1,0.9687516384895238
KX673195.1,GU294758.1,0.8538484375286863
KX673195.1,NC_013835.1,0.8538484375286863
KX673195.1,MN484604.1,0.8969632170229609
KX673195.1,NC_046534.1,0.8969632170229609
KX673195.1,KM244694.1,0.913702354878486
KX673195.1,NC_025765.1,0.913702354878486
KX673195.1,MK903556.1,0.8625399867435584
KX673195.1,MT340752.1,0.8644417399366379
KX673195.1,NC_052716.1,0.8644417399366379
KX673195.1,KX375764.1,0.8945056735946677
KX673195.1,NC_032716.1,0.8945056735946677
KX673195.1,MK903576.1,0.9344377793953804
KX673195.1,MK829651.1,0.8648502980163064
KX673195.1,NC_053942.1,0.8648502980163064
PP588449.1,NC_088527.1,1.0000000000000002
PP588449.1,EU938372.1,0.9916035484719243
PP588449.1,NC_011303.1,0.9916035484719243
PP588449.1,KY236114.1,0.8615050373265647
PP588449.1,NC_034674.1,0.8615050373265647
PP588449.1,MT340751.1,0.8830003415561196
PP588449.1,NC_052715.1,0.8830003415561196
PP588449.1,KM521245.1,0.8937492698071569
PP588449.1,NC_025558.1,0.8937492698071569
PP588449.1,MN083193.1,0.8991538086722581
PP588449.1,KM670011.1,0.8933771733565451
PP588449.1,NC_025946.1,0.8933771733565451
PP588449.1,GU324311.1,0.8600492892759853
PP588449.1,NC_013805.1,0.8600492892759853
PP588449.1,MH101367.1,0.8593289409626979
PP588449.1,MG838886.1,0.8803800986261228
PP588449.1,NC_039962.1,0.8803800986261228
PP588449.1,MN083204.1,0.8960381891515814
PP588449.1,OQ612708.1,0.8879476567303856
PP588449.1,OR253923.1,0.8771568309302089
PP588449.1,NC_082223.1,0.8771568309302089
PP588449.1,MN083182.1,0.895986323350906
PP588449.1,NC_046543.1,0.895986323350906
PP588449.1,MT499330.1,0.903688627809891
PP588449.1,NC_052731.1,0.903688627809891
PP588449.1,KP889242.1,0.9050972697578357
PP588449.1,MN083167.1,0.9005753493862648
PP588449.1,NC_046535.1,0.9005753493862648
PP588449.1,OP373194.1,0.8797598830506923
PP588449.1,NC_071951.1,0.8797598830506923
PP588449.1,MN083195.1,0.9034160984902071
PP588449.1,NC_046553.1,0.9034160984902071
PP588449.1,KU244468.1,0.8998626248492211
PP588449.1,KU244469.1,0.9044092829753575
PP588449.1,MN083168.1,0.8975852044346759
PP588449.1,NC_046536.1,0.8975852044346759
PP588449.1,KU244467.1,0.8878258607383424
PP588449.1,KP216695.1,0.9127891288065102
PP588449.1,MN083196.1,0.9020215228350732
PP588449.1,NC_046554.1,0.9020215228350732
PP588449.1,PP669995.1,0.8712613395604836
PP588449.1,MK903585.1,0.9337815249600998
PP588449.1,GU270284.1,0.9338142622571503
PP588449.1,NC_019994.1,0.9338142622571503
PP588449.1,MK903558.2,0.8764492046652386
PP588449.1,MF997464.1,0.8755354086955426
PP588449.1,KJ188251.1,0.8568185690819747
PP588449.1,NC_025285.1,0.8568185690819747
PP588449.1,OQ241410.1,0.9195434653869147
PP588449.1,NC_072963.1,0.9195434653869147
PP588449.1,MK903588.2,0.8584322165218697
PP588449.1,MH101364.1,0.855694846092579
PP588449.1,MT166300.1,0.8587660877592523
PP588449.1,MT166301.1,0.854118538465032
PP588449.1,NC_056786.1,0.8587660877592523
PP588449.1,KT157830.1,0.8634551896302801
PP588449.1,NC_029408.1,0.8634551896302801
PP588449.1,OR066428.1,0.8834488436396942
PP588449.1,NC_084452.1,0.8834488436396942
PP588449.1,MN083199.1,0.8714398674250433
PP588449.1,NC_046556.1,0.8714398674250433
PP588449.1,MT499331.1,0.9190793367515794
PP588449.1,NC_052732.1,0.9190793367515794
PP588449.1,OQ282996.1,0.8733340081500751
PP588449.1,NC_080530.1,0.8733340081500751
PP588449.1,OQ241411.1,0.9024508220549629
PP588449.1,NC_072964.1,0.9024508220549629
PP588449.1,MK113716.1,0.9111255424542691
PP588449.1,NC_045237.1,0.9111255424542691
PP588449.1,MT916717.1,0.9071049334563047
PP588449.1,NC_053658.1,0.9071049334563047
